-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372,-11.85315372
-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796,-10.8345796
-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549,-9.81600549
-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374,-8.797431374
-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259,-7.778857259
-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144,-6.760283144
-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028,-5.741709028
-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913,-4.723134913
-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798,-3.704560798
-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683,-2.685986683
